store,date,avg_diff,avg_g,total_diff,note
エスパス渋谷駅前新館,1/8(⽔),-187,3138,-75891,"1/7(⽕) +62 3,767 +25,245 Lパチスロ⾰命機ヴァルヴレイヴ"
エスパス渋谷駅前新館,1/6(⽉),126,3285,51172,末尾0
エスパス渋谷駅前新館,1/5(⽇),296,5743,120016,Lパチスロ炎炎ノ消防隊
エスパス渋谷駅前新館,1/4(⼟),-150,4157,-60848,スマスロ モンスターハンターライズ
エスパス渋谷駅前新館,1/3(⾦),-52,3646,-21115,Lルパン三世 ⼤航海者の秘宝
エスパス渋谷駅前新館,1/2(⽊),-181,3273,-73470,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,1/1(⽔),126,3536,51401,⼀⽅通⾏ とある魔術の禁書⽬録
エスパス渋谷駅前新館,2024/12/31(⽕),-43,2598,-17447,"2024/12/30(⽉) -177 3,678 -71,804"
エスパス渋谷駅前新館,2024/12/29(⽇),49,4581,20106,スロット ゾンビランドサガ
エスパス渋谷駅前新館,2024/12/28(⼟),150,5603,60844,チバリヨ2
エスパス渋谷駅前新館,2024/12/27(⾦),51,4246,20858,Lゴジラ対エヴァンゲリオン
エスパス渋谷駅前新館,2024/12/26(⽊),-100,3388,-40555,"2024/12/25(⽔) -72 3,429 -29,403 Lゴジラ対エヴァンゲリオン"
エスパス渋谷駅前新館,2024/12/24(⽕),7,2885,2941,⼀⽅通⾏ とある魔術の禁書⽬録
エスパス渋谷駅前新館,2024/12/23(⽉),-91,3209,-36858,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷駅前新館,2024/12/22(⽇),162,5129,65727,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,2024/12/21(⼟),-30,4416,-12351,Lパチスロ炎炎ノ消防隊
エスパス渋谷駅前新館,2024/12/20(⾦),-58,3151,-23846,https://www.slorepo.com/hole/e382a8e382b9e38391e382b9e697a5e68b93e6b88be8b0b7e9a785e5898de696b0e9a4a8code/ 9/17
エスパス渋谷駅前新館,2024/12/19(⽊),75,2976,30590,"2024/12/18(⽔) +34 3,124 +14,085"
エスパス渋谷駅前新館,2024/12/17(⽕),59,3702,24175,Lスマスロとある魔術の禁書⽬録
エスパス渋谷駅前新館,2024/12/16(⽉),-2,3095,-821,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,2024/12/15(⽇),-24,4869,-9991,⽝夜叉2
エスパス渋谷駅前新館,2024/12/14(⼟),-268,4296,-108939,"2024/12/13(⾦) -94 3,290 -38,145"
エスパス渋谷駅前新館,2024/12/12(⽊),258,4636,104553,スマスロ頭⽂字D 2nd
エスパス渋谷駅前新館,2024/12/11(⽔),414,4384,167949,⽝夜叉2
エスパス渋谷駅前新館,2024/12/10(⽕),29,3001,12061,"2024/12/9(⽉) -95 2,918 -38,598"
エスパス渋谷駅前新館,2024/12/8(⽇),-17,4135,-7265,⽝夜叉2
エスパス渋谷駅前新館,2024/12/7(⼟),-23,4536,-9540,Lゴジラ対エヴァンゲリオン
エスパス渋谷駅前新館,2024/12/6(⾦),-39,3414,-16029,ルパン三世 ⼤航海者の秘宝
エスパス渋谷駅前新館,2024/12/5(⽊),235,4597,95216,スマスロ ゴッドイーター リザレクション
エスパス渋谷駅前新館,2024/12/4(⽔),-218,3179,-88459,ミスタージャグラー
エスパス渋谷駅前新館,2024/12/3(⽕),131,3173,53185,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,2024/12/2(⽉),-29,3313,-11808,チバリヨ2
エスパス渋谷駅前新館,2024/12/1(⽇),-76,5077,-30980,L 真・⼀騎当千
エスパス渋谷駅前新館,2024/11/30(⼟),-347,4104,-140784,L 真・⼀騎当千
エスパス渋谷駅前新館,2024/11/29(⾦),28,3460,11690,"2024/11/27(⽔) +186 3,246 +75,560"
エスパス渋谷駅前新館,2024/11/26(⽕),-125,3008,-50928,"2024/11/25(⽉) -84 3,882 -34,255"
エスパス渋谷駅前新館,2024/11/24(⽇),-198,4075,-80538,"2024/11/23(⼟) -35 4,300 -14,515 Lゴジラ対エヴァンゲリオン"
エスパス渋谷駅前新館,2024/11/22(⾦),97,5082,39499,押忍！番⻑4
エスパス渋谷駅前新館,2024/11/21(⽊),435,3243,176416,Lパチスロ⾰命機ヴァルヴレイヴ
エスパス渋谷駅前新館,2024/11/20(⽔),13,3072,5322,"2024/11/19(⽕) -152 3,096 -61,725 スマスロ頭⽂字D 2nd"
エスパス渋谷駅前新館,2024/11/18(⽉),-162,3357,-65856,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,2024/11/17(⽇),-75,4347,-30763,Lスマスロ キン⾁マン〜７⼈の悪魔超⼈編〜
エスパス渋谷駅前新館,2024/11/16(⼟),411,5398,166464,Lゴジラ対エヴァンゲリオン
エスパス渋谷駅前新館,2024/11/15(⾦),-32,3618,-13129,"2024/11/14(⽊) -96 2,871 -38,959"
エスパス渋谷駅前新館,2024/11/13(⽔),34,3051,13942,"2024/11/12(⽕) -45 3,285 -18,568"
エスパス渋谷駅前新館,2024/11/11(⽉),253,5490,102843,スマスロ頭⽂字D 2nd
エスパス渋谷駅前新館,2024/11/10(⽇),-5,4445,-2113,"2024/11/9(⼟) -128 4,016 -52,057"
エスパス渋谷駅前新館,2024/11/8(⾦),-9,3061,-3832,L 真・⼀騎当千
エスパス渋谷駅前新館,2024/11/7(⽊),-65,3333,-26437,"2024/11/6(⽔) +8 3,090 +3,601"
エスパス渋谷駅前新館,2024/11/5(⽕),135,4400,54946,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,2024/11/4(⽉),-81,4142,-32939,今⽇から俺は!! パチスロ編
エスパス渋谷駅前新館,2024/11/3(⽇),-190,5498,-77242,L ToLOVEるダークネス
エスパス渋谷駅前新館,2024/11/2(⼟),-6,3944,-2467,スマスロ ゴッドイーター リザレクション
エスパス渋谷駅前新館,2024/11/1(⾦),265,4594,107530,Lソードアート・オンライン
エスパス渋谷駅前新館,2024/10/31(⽊),-339,3093,-137504,"2024/10/30(⽔) +101 3,166 +40,987 Lパチスロ かぐや様は告らせたい"
エスパス渋谷駅前新館,2024/10/29(⽕),42,3338,17217,"2024/10/28(⽉) +33 3,132 +13,666 真・⼀騎当千"
エスパス渋谷駅前新館,2024/10/27(⽇),146,5428,59453,Lパチスロ炎炎ノ消防隊
エスパス渋谷駅前新館,2024/10/26(⼟),-78,4276,-31813,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,2024/10/25(⾦),-136,4298,-55335,スマスロ ゴッドイーター リザレクション
エスパス渋谷駅前新館,2024/10/24(⽊),-90,3358,-36551,スロット ゾンビランドサガ
エスパス渋谷駅前新館,2024/10/23(⽔),-50,2849,-20503,"2024/10/22(⽕) +126 5,064 +51,130 スロット ゾンビランドサガ"
エスパス渋谷駅前新館,2024/10/21(⽉),-191,3261,-77647,Lパチスロ閃乱カグラ2 SHINOVI MASTER
エスパス渋谷駅前新館,2024/10/20(⽇),-238,4620,-96472,Lゴジラ対エヴァンゲリオン
エスパス渋谷駅前新館,2024/10/19(⼟),329,5514,133451,末尾6
エスパス渋谷駅前新館,2024/10/18(⾦),101,3289,41026,Lパチスロ かぐや様は告らせたい
エスパス渋谷駅前新館,2024/10/17(⽊),-142,3642,-57855,L真・⼀騎当千
エスパス渋谷駅前新館,2024/10/16(⽔),-143,3466,-57955,"2024/10/15(⽕) +19 3,827 +8,045"
エスパス渋谷駅前新館,2024/10/14(⽉),121,4265,49236,Lパチスロからくりサーカス
エスパス渋谷駅前新館,2024/10/13(⽇),-43,4825,-17815,Lパチスロ閃乱カグラ2 SHINOVI MASTER
エスパス渋谷駅前新館,2024/10/12(⼟),-125,4220,-50770,スマスロ ゴッドイーター リザレクション
エスパス渋谷駅前新館,2024/10/11(⾦),217,4503,87988,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,2024/10/10(⽊),227,4553,92187,L ＨＥＹ！エリートサラリーマン鏡
エスパス渋谷駅前新館,2024/10/9(⽔),63,3297,25902,L真・⼀騎当千
エスパス渋谷駅前新館,2024/10/8(⽕),17,2903,7207,"2024/10/7(⽉) -125 3,832 -50,755 Lパチスロ かぐや様は告らせたい"
エスパス渋谷駅前新館,2024/10/6(⽇),91,4455,37093,Lスマスロ キン⾁マン〜７⼈の悪魔超⼈編〜
エスパス渋谷駅前新館,2024/10/5(⼟),62,5635,25335,Lゴジラ対エヴァンゲリオン
エスパス渋谷駅前新館,2024/10/4(⾦),16,3251,6646,"2024/10/3(⽊) -91 3,345 -36,858"
エスパス渋谷駅前新館,2024/10/2(⽔),-95,3179,-38624,スマスロ ゴッドイーター リザレクション
エスパス渋谷駅前新館,2024/10/1(⽕),267,4264,108204,Lゴジラ対エヴァンゲリオン
エスパス渋谷駅前新館,2024/9/30(⽉),-274,3247,-111108,"2024/9/29(⽇) -88 4,341 -35,745 末尾ゾロ⽬"
エスパス渋谷駅前新館,2024/9/28(⼟),91,4235,37106,Lスマスロ キン⾁マン〜７⼈の悪魔超⼈編〜
エスパス渋谷駅前新館,2024/9/27(⾦),0,5018,-142,Lゴジラ対エヴァンゲリオン
エスパス渋谷駅前新館,2024/9/26(⽊),43,3235,17571,"2024/9/25(⽔) -291 3,414 -118,055"
エスパス渋谷駅前新館,2024/9/24(⽕),33,3035,13457,Lスマスロ キン⾁マン〜７⼈の悪魔超⼈編〜
エスパス渋谷駅前新館,2024/9/23(⽉),-198,3946,-80310,パチスロ頭⽂字Ｄ
エスパス渋谷駅前新館,2024/9/22(⽇),231,5848,93576,L聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス渋谷駅前新館,2024/9/21(⼟),249,5208,101088,Lソードアート・オンライン
エスパス渋谷駅前新館,2024/9/20(⾦),-13,3295,-5394,"2024/9/19(⽊) +92 2,832 +37,554"
エスパス渋谷駅前新館,2024/9/18(⽔),-130,2851,-52691,"2024/9/17(⽕) +7 3,781 +2,934"
エスパス渋谷駅前新館,2024/9/16(⽉),31,4139,12561,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷駅前新館,2024/9/15(⽇),80,5201,32735,"2024/9/14(⼟) +112 3,922 +45,761 チバリヨ2"
エスパス渋谷駅前新館,2024/9/13(⾦),-24,3150,-9945,"2024/9/12(⽊) -31 2,767 -12,780"
エスパス渋谷駅前新館,2024/9/11(⽔),243,4671,98489,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,2024/9/10(⽕),59,2884,24088,パチスロL⻩⾨ちゃま天
エスパス渋谷駅前新館,2024/9/9(⽉),316,4915,128017,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷駅前新館,2024/9/8(⽇),46,4179,19026,Lパチスロ閃乱カグラ2 SHINOVI MASTER
エスパス渋谷駅前新館,2024/9/7(⼟),-92,4383,-37555,末尾ゾロ⽬
エスパス渋谷駅前新館,2024/9/6(⾦),-104,3075,-42125,パチスロL⻩⾨ちゃま天
エスパス渋谷駅前新館,2024/9/5(⽊),329,4551,133300,スマスロ炎炎ノ消防隊
エスパス渋谷駅前新館,2024/9/4(⽔),-161,3179,-65500,"2024/9/3(⽕) -95 2,951 -38,500"
エスパス渋谷駅前新館,2024/9/2(⽉),-214,3134,-86700,閃乱カグラ2 SHINOVI MASTER
エスパス渋谷駅前新館,2024/9/1(⽇),70,4938,28700,炎炎ノ消防隊
エスパス渋谷駅前新館,2024/8/31(⼟),-60,3972,-24600,"2024/8/30(⾦) -71 2,584 -28,900"
エスパス渋谷駅前新館,2024/8/29(⽊),-30,2465,-12300,"2024/8/28(⽔) -68 2,830 -27,700 ゴッドイーター リザレクション"
エスパス渋谷駅前新館,2024/8/27(⽕),-36,3120,-14800,"2024/8/26(⽉) -39 2,823 -15,900"
エスパス渋谷駅前新館,2024/8/25(⽇),-43,4546,-17500,ゲゲゲの⻤太郎 覚醒
エスパス渋谷駅前新館,2024/8/24(⼟),508,5286,206000,スマスロ炎炎ノ消防隊
エスパス渋谷駅前新館,2024/8/23(⾦),-172,2948,-69800,https://www.slorepo.com/hole/e382a8e382b9e38391e382b9e697a5e68b93e6b88be8b0b7e9a785e5898de696b0e9a4a8code/ 12/17
エスパス渋谷駅前新館,2024/8/22(⽊),147,3935,59700,末尾5
エスパス渋谷駅前新館,2024/8/21(⽔),-50,2821,-20300,"2024/8/20(⽕) +6 2,827 +2,600"
エスパス渋谷駅前新館,2024/8/19(⽉),-69,2690,-28200,"2024/8/18(⽇) +83 3,542 +33,900 ToLOVEるダークネス"
エスパス渋谷駅前新館,2024/8/17(⼟),-116,4084,-47000,ToLOVEるダークネス
エスパス渋谷駅前新館,2024/8/16(⾦),-64,2375,-26000,"2024/8/15(⽊) -64 4,109 -26,000 キン⾁マン〜7⼈の悪魔超⼈編〜"
エスパス渋谷駅前新館,2024/8/14(⽔),-114,3125,-46300,"2024/8/13(⽕) -170 3,397 -69,000 ゲゲゲの⻤太郎 覚醒"
エスパス渋谷駅前新館,2024/8/12(⽉),25,3644,10400,戦国⼄⼥4 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,2024/8/11(⽇),229,5248,93000,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス渋谷駅前新館,2024/8/10(⼟),-65,3563,-26500,"2024/8/9(⾦) -119 2,609 -48,400"
エスパス渋谷駅前新館,2024/8/8(⽊),203,4511,82500,ソードアート・オンライン
エスパス渋谷駅前新館,2024/8/7(⽔),155,2831,62900,チバリヨ2
エスパス渋谷駅前新館,2024/8/6(⽕),-25,2498,-10500,戦姫絶唱シンフォギア 正義の歌
エスパス渋谷駅前新館,2024/8/5(⽉),221,4041,89800,チバリヨ2
エスパス渋谷駅前新館,2024/8/4(⽇),-298,4260,-120800,ディスクアップ2
エスパス渋谷駅前新館,2024/8/3(⼟),-45,3757,-18500,ToLOVEるダークネス
エスパス渋谷駅前新館,2024/8/2(⾦),168,2913,68100,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス渋谷駅前新館,2024/8/1(⽊),137,3407,55800,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス渋谷駅前新館,2024/7/30(⽕),-81,2963,-32900,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス渋谷駅前新館,2024/7/29(⽉),13,2770,5300,戦姫絶唱シンフォギア 正義の歌
エスパス渋谷駅前新館,2024/7/28(⽇),52,3819,21400,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス渋谷駅前新館,2024/7/27(⼟),-308,4113,-125000,戦姫絶唱シンフォギア 正義の歌
エスパス渋谷駅前新館,2024/7/26(⾦),92,3170,37400,スマスロ真・北⽃無双
エスパス渋谷駅前新館,2024/7/25(⽊),82,3373,33500,"2024/7/24(⽔) -17 2,734 -7,200"
エスパス渋谷駅前新館,2024/7/23(⽕),28,2598,11600,"2024/7/22(⽉) +119 4,642 +48,400 スマスロ炎炎ノ消防隊"
エスパス渋谷駅前新館,2024/7/21(⽇),23,4098,9700,チバリヨ2
エスパス渋谷駅前新館,2024/7/20(⼟),-99,3812,-40200,ゴジラ対エヴァンゲリオン
エスパス渋谷駅前新館,2024/7/19(⾦),-187,2922,-76000,ToLOVEるダークネス
エスパス渋谷駅前新館,2024/7/18(⽊),-130,2930,-53000,ToLOVEるダークネス
エスパス渋谷駅前新館,2024/7/17(⽔),9,3124,3900,スマスロ炎炎ノ消防隊
エスパス渋谷駅前新館,2024/7/16(⽕),12,2809,4900,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス渋谷駅前新館,2024/7/15(⽉),-58,4324,-23800,戦姫絶唱シンフォギア 正義の歌
エスパス渋谷駅前新館,2024/7/14(⽇),-96,3942,-38900,ToLOVEるダークネス
エスパス渋谷駅前新館,2024/7/13(⼟),200,4910,81300,チバリヨ2
エスパス渋谷駅前新館,2024/7/12(⾦),54,3076,22200,スマスロ真・北⽃無双
エスパス渋谷駅前新館,2024/7/11(⽊),233,4480,94400,ソードアート・オンライン
エスパス渋谷駅前新館,2024/7/10(⽔),-10,2969,-4200,"2024/7/9(⽕) +24 2,895 +10,100 アカメが斬る！2"
エスパス渋谷駅前新館,2024/7/8(⽉),0,2920,0,主役は銭形4
エスパス渋谷駅前新館,2024/7/7(⽇),437,5880,177100,ゴールデンカムイ
エスパス渋谷駅前新館,2024/7/6(⼟),128,4703,51900,ソードアート・オンライン
エスパス渋谷駅前新館,2024/7/5(⾦),-225,6421,-91400,戦国⼄⼥4 戦乱に閃く炯眼の軍師
エスパス渋谷駅前新館,2024/7/4(⽊),82,3522,33600,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス渋谷駅前新館,2024/7/3(⽔),59,3149,23900,⾰命機ヴァルヴレイヴ
エスパス渋谷駅前新館,2024/7/2(⽕),-115,3335,-46700,回胴式遊技機グランベルム
エスパス渋谷駅前新館,2024/7/1(⽉),294,5216,119070,Lパチスロガールズ＆パンツァー 最終章
エスパス渋谷駅前新館,2024/6/30(⽇),-129,4171,-52300,チバリヨ2
エスパス渋谷駅前新館,2024/6/29(⼟),-94,4009,-38400,ToLOVEるダークネス
エスパス渋谷駅前新館,2024/6/28(⾦),83,2674,33700,"2024/6/27(⽊) -16 3,103 -6,600"
エスパス渋谷駅前新館,2024/6/26(⽔),3,3191,1400,モンキーターンV
エスパス渋谷駅前新館,2024/6/25(⽕),-273,3695,-110800,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス渋谷駅前新館,2024/6/24(⽉),-139,2837,-56600,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス渋谷駅前新館,2024/6/23(⽇),-81,3731,-33200,ゴールデンカムイ
エスパス渋谷駅前新館,2024/6/22(⼟),151,5465,61300,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス渋谷駅前新館,2024/6/21(⾦),-63,2944,-25600,"2024/6/20(⽊) +20 2,993 +8,100 スマスロ炎炎ノ消防隊"
エスパス渋谷駅前新館,2024/6/19(⽔),-32,3050,-13000,"2024/6/18(⽕) -218 2,421 -88,400"
エスパス渋谷駅前新館,2024/6/17(⽉),-209,3032,-85000,ToLOVEるダークネス
エスパス渋谷駅前新館,2024/6/16(⽇),-76,3923,-31100,"2024/6/15(⼟) -138 4,578 -56,100"
エスパス渋谷駅前新館,2024/6/14(⾦),-43,2974,-17600,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス渋谷駅前新館,2024/6/13(⽊),-98,2659,-39700,"2024/6/12(⽔) +118 3,080 +47,800"
エスパス渋谷駅前新館,2024/6/11(⽕),360,4755,146200,バジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷駅前新館,2024/6/10(⽉),36,2951,14800,ToLOVEるダークネス
エスパス渋谷駅前新館,2024/6/9(⽇),38,4325,15500,ゴジラ対エヴァンゲリオン
エスパス渋谷駅前新館,2024/6/8(⼟),186,5319,75700,チバリヨ2
エスパス渋谷駅前新館,2024/6/7(⾦),-65,3099,-26700,炎炎ノ消防隊
エスパス渋谷駅前新館,2024/6/6(⽊),213,4735,86400,ダンジョンに出会いを求めるのは間違っているだろうか2
エスパス渋谷駅前新館,2024/6/5(⽔),116,4598,47300,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス渋谷駅前新館,2024/6/4(⽕),140,2986,56800,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス渋谷駅前新館,2024/6/3(⽉),-114,2955,-46400,https://www.slorepo.com/hole/e382a8e382b9e38391e382b9e697a5e68b93e6b88be8b0b7e9a785e5898de696b0e9a4a8code/ 14/17
エスパス渋谷駅前新館,2024/6/2(⽇),-102,4344,-41400,HEY！エリートサラリーマン鏡
エスパス渋谷駅前新館,2024/6/1(⼟),56,4884,22700,ソードアート・オンライン
